,frequency,number_of_skips,skip_variance,skip_average,word_1_frequency,word_2_frequency,symmetric,chi,pmi,fisher,ll,label
134370,4466,32,4.9292711473402315,4.964845499328258,2378400.0,38195.0,True,113382.79277507312,4.767684972068737,1.0,21427.46997029356,0.0
151213,244,16,2.267132491265788,2.4262295081967213,20983938.0,3246.0,False,123.94191345480809,0.9890814836775236,1.0,97.17247041794691,0.0
297618,364,19,5.08532333051564,5.365384615384615,86058.0,15232.0,True,55291.62179779175,7.265528730051056,1.0,2953.176213180857,0.0
119170,257,15,3.114354494390527,3.3073929961089488,15398034.0,900.0,False,2213.39423526508,3.36117407737418,1.0,801.3401354025743,1.0
503706,1544,29,5.434191605814926,5.53821243523316,16576.0,5848208.0,True,10827.946323749029,3.1416591014631337,1.0,4104.35046077928,1.0
421644,1553,26,5.569052939100901,5.663876368319382,515834.0,635304.0,True,1566.6164414315829,1.3927807396486855,1.0,1078.651716420311,1.0
469010,149,18,3.91802171073375,4.456375838926174,5848208.0,10502.0,True,13.27615523161638,0.4268023920155315,0.9997848014687156,11.984744389256589,1.0
475663,201,16,3.93802133610554,4.278606965174129,1470540.0,19395.0,True,435.54396705363183,1.9653134840353204,1.0,249.74478671178818,0.0
408851,781,23,4.417807040122237,4.551856594110117,2378400.0,38140.0,True,2337.755224884302,2.254175122209801,0.9999999793492927,1216.2568146496906,0.0
426522,346,22,3.751077550202147,4.005780346820809,3249551.0,8246.0,True,1842.7585709761267,2.838914066871688,1.0,777.3929520658371,0.0
493752,2164,31,4.681499226119907,4.749537892791127,15398034.0,19903.0,True,4826.178497664638,1.9681172175832768,1.0,2820.5823715180536,1.0
331392,439,24,7.1212011145645775,7.533029612756264,1610833.0,16277.0,True,3251.666807801457,3.2137279702252286,1.0,1182.0842078077007,1.0
464442,1504,27,5.565808553078312,5.667553191489363,2605010.0,55402.0,True,5965.701203400517,2.529654478896603,0.9999992525072878,2816.075609471473,0.0
115214,198,17,6.468243036424856,7.075757575757576,112348.0,5021.0,True,38122.22162328082,7.603556238790738,1.0,1701.2862497716815,1.0
477197,2519,28,3.3321363433853515,3.3695911075823735,356631.0,887058.0,True,6661.970215769817,2.141467450978056,1.0,3596.993015548541,1.0
489701,291,14,2.3944450348956674,2.515463917525773,224726.0,229606.0,True,420.83113734681297,1.6438405475078213,1.0,267.73154965562094,0.0
224583,106,16,4.557671769312922,5.367924528301887,4151150.0,2374.0,False,440.848881252762,2.575310146506112,1.0,205.35172639640567,0.0
329728,111,18,5.238373508643777,6.252252252252253,15398034.0,602.0,False,546.4146691971537,2.7301269089877422,1.0,247.63958560211202,1.0
372018,107,13,6.9787754389029635,7.94392523364486,1261.0,5848208.0,True,666.5838383637894,3.0071247779545303,1.0,265.8954776799194,0.0
297473,3985,32,6.811360607296175,6.866499372647428,772551.0,192475.0,True,51563.92290832095,3.892355358547484,1.0,14159.851123749244,1.0
510557,339,16,4.7162311500944165,4.94985250737463,5003.0,8343804.0,True,936.8876916498162,2.1698634331198217,1.0,506.78345821520116,1.0
501465,1790,30,4.714609406697667,4.794972067039106,15398034.0,8763.0,True,10102.004425771764,2.8778654479986234,1.0,4347.962771854822,1.0
499073,145,23,4.543448275862071,5.4,8343804.0,3042.0,True,218.08063102605576,1.6624043592666098,1.0,139.10085131500878,1.0
180457,152,16,3.8026315789473686,4.25,14088.0,2944808.0,False,79.87959066629972,1.0215797211072941,1.0,61.43459365355025,1.0
115324,316,23,5.528080435827589,5.962025316455697,4902816.0,1656.0,False,6252.860784393714,4.430688147219313,1.0,1397.3337162203031,0.0
243804,112,19,4.44092793367347,5.348214285714286,1431742.0,26597.0,True,27.323089502014767,0.7046124492665841,1.0,22.92161177441966,0.0
354118,103,15,4.7114713922141584,5.514563106796117,19402.0,410405.0,True,547.046005616466,2.841467534421525,1.0,228.89420710502782,0.0
124003,1978,25,3.7053490825777167,3.7527805864509607,8725.0,15398034.0,True,12778.307866592932,3.028218014172076,0.9999978432251928,5214.911690158737,1.0
221627,108,12,2.7983539094650207,3.1481481481481484,6374.0,2944808.0,False,163.06760762603116,1.6727355998805322,1.0,103.06365601290959,0.0
